id,names,post_content,tag
77,"[{""authors"":""Giustino Quakley""},{""authors"":""Dore Pont""},{""authors"":""Jonell Parry""},{""authors"":""Mattie Gligorijevic""},{""authors"":""Wileen Shildrick""}]",Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,streamline global deliverables
78,"[{""authors"":""Ivory Hicken""},{""authors"":""Raleigh Senett""},{""authors"":""Netty Casewell""},{""authors"":""Theodoric Greening""}]","Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",incentivize magnetic e-business
79,"[{""authors"":""Jaclyn Johansson""},{""authors"":""Berne Fordham""},{""authors"":""Min Torrijos""}]","Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",transform e-business synergies
80,"[{""authors"":""Marquita Treend""}]","Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",benchmark out-of-the-box supply-chains
81,"[{""authors"":""Bernie Sweeny""},{""authors"":""Hube Bukowski""}]","Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",disintermediate compelling vortals
82,"[{""authors"":""Devondra Kneal""},{""authors"":""Hakeem Brodie""}]","Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",engage sticky vortals
83,"[{""authors"":""Wallache Bimrose""},{""authors"":""Terence Frugier""},{""authors"":""Seline Rustich""}]","Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",redefine global solutions
84,"[{""authors"":""Daniele Bosher""},{""authors"":""Price Aizikovitch""},{""authors"":""Meredeth Bourgour""},{""authors"":""Nolie Hawke""}]","Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",deliver open-source e-commerce
85,"[{""authors"":""Hilliard Dane""}]",Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,integrate granular convergence
86,"[{""authors"":""Jarred Mercer""},{""authors"":""Marys McGriffin""},{""authors"":""Tiebout Dickinson""},{""authors"":""Raynell Feye""}]","Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",utilize distributed content
87,"[{""authors"":""Xymenes Snape""},{""authors"":""Kennan Weippert""},{""authors"":""Bryce Goulstone""},{""authors"":""Mohammed Kopfer""},{""authors"":""Isahella Shaw""}]","Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",innovate robust web-readiness
88,"[{""authors"":""Paul Ibbetson""},{""authors"":""Essa Garrick""},{""authors"":""Mervin Wellings""},{""authors"":""Cori Brecon""}]","Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",syndicate efficient infrastructures
89,"[{""authors"":""Niki Stealfox""},{""authors"":""Kessiah Izzat""},{""authors"":""Daryl Zanioletti""},{""authors"":""Clarisse Cason""}]","Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",incentivize end-to-end channels
90,"[{""authors"":""Correy Harvison""},{""authors"":""Aundrea Potier""},{""authors"":""Giffie Wilkerson""}]","Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",target virtual e-tailers
91,"[{""authors"":""Wilone Dono""}]","Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",generate efficient solutions
92,"[{""authors"":""Karlan Finlry""},{""authors"":""Emmaline Dunbleton""},{""authors"":""Lulu Backshaw""}]","Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",disintermediate synergistic e-tailers
93,"[{""authors"":""Casie Anster""},{""authors"":""Maximilien Creaser""}]","Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",strategize best-of-breed architectures
94,"[{""authors"":""Clarita Tilson""},{""authors"":""Farlay Bushby""}]","Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",facilitate robust interfaces
95,"[{""authors"":""Sterne Vezey""},{""authors"":""Crissie Coppen""},{""authors"":""Bartram Loughran""},{""authors"":""Royall Dainton""},{""authors"":""Timofei Greetham""}]","Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",synthesize 24/7 systems
96,"[{""authors"":""Preston Cable""},{""authors"":""Ivor Denidge""},{""authors"":""Deloris Winteringham""}]","Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",seize cross-media web-readiness
97,"[{""authors"":""Gery Camamill""},{""authors"":""Aguste Courtin""},{""authors"":""Rosana Orring""}]","Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",synthesize best-of-breed applications
98,"[{""authors"":""Jed Easen""}]","In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",optimize transparent action-items
99,"[{""authors"":""Angy Casterton""}]","Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",scale vertical metrics
100,"[{""authors"":""Eilis Anderbrugge""},{""authors"":""Caitrin Hatherley""},{""authors"":""Emile Ourry""},{""authors"":""Ragnar Lalonde""}]","Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",implement front-end architectures
101,"[{""authors"":""Guillemette Valance""},{""authors"":""Horacio Logesdale""},{""authors"":""Donella Roels""}]","Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",e-enable cutting-edge content
102,"[{""authors"":""Giustina Pollak""},{""authors"":""Ikey Danieli""}]",In congue. Etiam justo. Etiam pretium iaculis justo.,innovate 24/365 web services
103,"[{""authors"":""Ardelle Lumley""},{""authors"":""Valentine Hallor""},{""authors"":""Luz Sully""},{""authors"":""Neda Lawee""},{""authors"":""Caresse Bundock""}]","Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",syndicate interactive e-markets
104,"[{""authors"":""Hagan Banbrick""},{""authors"":""Othelia Parradine""},{""authors"":""Iorgos Sibbson""},{""authors"":""Glenda Dewire""}]","Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",visualize collaborative infrastructures
105,"[{""authors"":""Manya Gabey""},{""authors"":""Eward Bendig""}]","Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",engineer compelling e-services
106,"[{""authors"":""Lurette Dalgardno""},{""authors"":""Roderigo Switland""},{""authors"":""Gal Bisgrove""}]","In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",architect dynamic supply-chains
107,"[{""authors"":""Anselma Keates""},{""authors"":""Eunice Snewin""}]","Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",whiteboard B2B architectures
108,"[{""authors"":""Lisa Rabidge""}]",Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,synergize global vortals
109,"[{""authors"":""Vance McCaskill""},{""authors"":""Janeczka Digginson""},{""authors"":""Nannette Riste""}]","Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",aggregate impactful channels
110,"[{""authors"":""Ransom Kitman""},{""authors"":""Nelia Wellington""},{""authors"":""Darill Aldis""},{""authors"":""Bobina Featonby""},{""authors"":""Riobard Poynor""}]","Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",mesh dynamic synergies
111,"[{""authors"":""Anestassia Dienes""}]","Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",transition real-time applications
112,"[{""authors"":""Dare Stears""},{""authors"":""Virgie Labrow""},{""authors"":""Ford Pettwood""},{""authors"":""Selia Venard""},{""authors"":""Nelle Folker""}]","Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",orchestrate killer networks
113,"[{""authors"":""Yoko Stephens""},{""authors"":""Jeromy Gateshill""},{""authors"":""Valentine Sanday""}]","Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",brand compelling models
114,"[{""authors"":""Hildagarde Dytham""},{""authors"":""Jayson Guy""},{""authors"":""Izabel Advani""},{""authors"":""Pattin Persitt""}]","Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",integrate 24/365 portals
115,"[{""authors"":""Davey Durie""},{""authors"":""Worthy Edel""},{""authors"":""Blake Sackur""}]","Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",leverage robust supply-chains
